id_short,obra,n,archivo,inicio_s,zoom,desfase_s,frase_en_pantalla,yt_titulo,yt_descripcion,yt_etiquetas,yt_video_relacionado,tiktok_portada,tiktok_descripcion,estado,fecha_youtube,url_youtube,fecha_tiktok,url_tiktok
OBRA-021-S4,OBRA-021,4,short-4.mp4,2029,1.08,28.8,nothing to do but listen,Nothing to do but listen · 396 Hz · Zen Temple,"A minute of stillness.
Full piece (45 min): Meditation Music · Zen Temple · 396 Hz · Bronze and Wood · 45 Minutes

#meditationmusic #meditation #mindfulness #396hz #shorts","meditation music, mindfulness, 396 hz, zen temple, Rin",,396 Hz · sit,"A minute of stillness. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #396hz #meditation",pendiente,,,,
OBRA-021-S5,OBRA-021,5,short-5.mp4,2675,1.22,38.4,"one breath, then the next","One breath, then the next · 396 Hz · Zen Temple","Send this to someone who meditates.
Full piece (45 min): Meditation Music · Zen Temple · 396 Hz · Bronze and Wood · 45 Minutes

#meditationmusic #meditation #mindfulness #396hz #shorts","meditation music, mindfulness, 396 hz, zen temple, Rin",,396 Hz · silence,"Send this to someone who meditates. Full 45 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #396hz #meditation",pendiente,,,,
OBRA-022-S1,OBRA-022,1,short-1.mp4,90,1.0,0,for a quiet meditation,For a quiet meditation · 639 Hz · Zen Temple,"Save this for your next sit.
Full piece (1 h): Meditation Music · Zen Temple · 639 Hz · Long Resonance · 1 Hour

#meditationmusic #meditation #mindfulness #639hz #shorts","meditation music, mindfulness, 639 hz, zen temple, Rin",,639 Hz · meditate,"Save this for your next sit. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #639hz #meditation",pendiente,,,,
OBRA-022-S2,OBRA-022,2,short-2.mp4,961,1.15,9.6,"sit, listen, breathe","Sit, listen, breathe · 639 Hz · Zen Temple","Close your eyes for 45 seconds.
Full piece (1 h): Meditation Music · Zen Temple · 639 Hz · Long Resonance · 1 Hour

#meditationmusic #meditation #mindfulness #639hz #shorts","meditation music, mindfulness, 639 hz, zen temple, Rin",,639 Hz · stillness,"Close your eyes for 45 seconds. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #639hz #meditation",pendiente,,,,
OBRA-022-S3,OBRA-022,3,short-3.mp4,1832,1.3,19.2,follow the sound until it fades,Follow the sound until it fades · 639 Hz · Zen Temple,"Listen until the sound fades.
Full piece (1 h): Meditation Music · Zen Temple · 639 Hz · Long Resonance · 1 Hour

#meditationmusic #meditation #mindfulness #639hz #shorts","meditation music, mindfulness, 639 hz, zen temple, Rin",,639 Hz · listen,"Listen until the sound fades. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #639hz #meditation",pendiente,,,,
OBRA-022-S4,OBRA-022,4,short-4.mp4,2704,1.08,28.8,nothing to do but listen,Nothing to do but listen · 639 Hz · Zen Temple,"A minute of stillness.
Full piece (1 h): Meditation Music · Zen Temple · 639 Hz · Long Resonance · 1 Hour

#meditationmusic #meditation #mindfulness #639hz #shorts","meditation music, mindfulness, 639 hz, zen temple, Rin",,639 Hz · sit,"A minute of stillness. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #639hz #meditation",pendiente,,,,
OBRA-022-S5,OBRA-022,5,short-5.mp4,3575,1.22,38.4,"one breath, then the next","One breath, then the next · 639 Hz · Zen Temple","Send this to someone who meditates.
Full piece (1 h): Meditation Music · Zen Temple · 639 Hz · Long Resonance · 1 Hour

#meditationmusic #meditation #mindfulness #639hz #shorts","meditation music, mindfulness, 639 hz, zen temple, Rin",,639 Hz · silence,"Send this to someone who meditates. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #639hz #meditation",pendiente,,,,
OBRA-023-S1,OBRA-023,1,short-1.mp4,90,1.0,0,for a quiet meditation,For a quiet meditation · 528 Hz · Zen Temple,"Save this for your next sit.
Full piece (20 min): Meditation Music · Zen Temple · 528 Hz · Just One · 20 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · meditate,"Save this for your next sit. Full 20 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-023-S2,OBRA-023,2,short-2.mp4,361,1.15,9.6,"sit, listen, breathe","Sit, listen, breathe · 528 Hz · Zen Temple","Close your eyes for 45 seconds.
Full piece (20 min): Meditation Music · Zen Temple · 528 Hz · Just One · 20 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · stillness,"Close your eyes for 45 seconds. Full 20 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-023-S3,OBRA-023,3,short-3.mp4,632,1.3,19.2,follow the sound until it fades,Follow the sound until it fades · 528 Hz · Zen Temple,"Listen until the sound fades.
Full piece (20 min): Meditation Music · Zen Temple · 528 Hz · Just One · 20 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · listen,"Listen until the sound fades. Full 20 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-023-S4,OBRA-023,4,short-4.mp4,904,1.08,28.8,nothing to do but listen,Nothing to do but listen · 528 Hz · Zen Temple,"A minute of stillness.
Full piece (20 min): Meditation Music · Zen Temple · 528 Hz · Just One · 20 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · sit,"A minute of stillness. Full 20 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-023-S5,OBRA-023,5,short-5.mp4,1175,1.22,38.4,"one breath, then the next","One breath, then the next · 528 Hz · Zen Temple","Send this to someone who meditates.
Full piece (20 min): Meditation Music · Zen Temple · 528 Hz · Just One · 20 Minutes

#meditationmusic #meditation #mindfulness #528hz #shorts","meditation music, mindfulness, 528 hz, zen temple, Rin",,528 Hz · silence,"Send this to someone who meditates. Full 20 min piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #528hz #meditation",pendiente,,,,
OBRA-024-S1,OBRA-024,1,short-1.mp4,90,1.0,0,for a quiet meditation,For a quiet meditation · 432 Hz · Rain on Leaves,"Save this for your next sit.
Full piece (1 h): Meditation Music · Rain on Leaves · 432 Hz · What Remains of Sound · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, rain on leaves, Rin",,432 Hz · meditate,"Save this for your next sit. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-024-S2,OBRA-024,2,short-2.mp4,961,1.15,9.6,"sit, listen, breathe","Sit, listen, breathe · 432 Hz · Rain on Leaves","Close your eyes for 45 seconds.
Full piece (1 h): Meditation Music · Rain on Leaves · 432 Hz · What Remains of Sound · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, rain on leaves, Rin",,432 Hz · stillness,"Close your eyes for 45 seconds. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-024-S3,OBRA-024,3,short-3.mp4,1832,1.3,19.2,follow the sound until it fades,Follow the sound until it fades · 432 Hz · Rain on Leaves,"Listen until the sound fades.
Full piece (1 h): Meditation Music · Rain on Leaves · 432 Hz · What Remains of Sound · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, rain on leaves, Rin",,432 Hz · listen,"Listen until the sound fades. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-024-S4,OBRA-024,4,short-4.mp4,2704,1.08,28.8,nothing to do but listen,Nothing to do but listen · 432 Hz · Rain on Leaves,"A minute of stillness.
Full piece (1 h): Meditation Music · Rain on Leaves · 432 Hz · What Remains of Sound · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, rain on leaves, Rin",,432 Hz · sit,"A minute of stillness. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-024-S5,OBRA-024,5,short-5.mp4,3575,1.22,38.4,"one breath, then the next","One breath, then the next · 432 Hz · Rain on Leaves","Send this to someone who meditates.
Full piece (1 h): Meditation Music · Rain on Leaves · 432 Hz · What Remains of Sound · 1 Hour

#meditationmusic #meditation #mindfulness #432hz #shorts","meditation music, mindfulness, 432 hz, rain on leaves, Rin",,432 Hz · silence,"Send this to someone who meditates. Full 1 h piece on YouTube: Rin.
#meditationmusic #meditation #mindfulness #432hz #meditation",pendiente,,,,
OBRA-025-S1,OBRA-025,1,short-1.mp4,90,1.0,0,to let go of the day,To let go of the day · 528 Hz · Ocean and Birds,"Save this for the end of the day.
Full piece (1 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root · 1 Hour

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · let go,"Save this for the end of the day. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
OBRA-025-S2,OBRA-025,2,short-2.mp4,961,1.15,9.6,drop your shoulders,Drop your shoulders · 528 Hz · Ocean and Birds,"Drop your shoulders. Breathe out.
Full piece (1 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root · 1 Hour

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · unwind,"Drop your shoulders. Breathe out. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
OBRA-025-S3,OBRA-025,3,short-3.mp4,1832,1.3,19.2,unclench your jaw,Unclench your jaw · 528 Hz · Ocean and Birds,"Let this one play twice.
Full piece (1 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root · 1 Hour

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · release,"Let this one play twice. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
OBRA-025-S4,OBRA-025,4,short-4.mp4,2704,1.08,28.8,breathe out what you carried today,Breathe out what you carried today · 528 Hz · Ocean and Birds,"Leave the day at the door.
Full piece (1 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root · 1 Hour

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · soften,"Leave the day at the door. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
OBRA-025-S5,OBRA-025,5,short-5.mp4,3575,1.22,38.4,let the tension go with the sound,Let the tension go with the sound · 528 Hz · Ocean and Birds,"Send this to someone who needs to unwind.
Full piece (1 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root · 1 Hour

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · rest,"Send this to someone who needs to unwind. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
OBRA-026-S1,OBRA-026,1,short-1.mp4,90,1.0,0,to let go of the day,To let go of the day · 432 Hz · Ocean Waves,"Save this for the end of the day.
Full piece (1 h): Music to Release Tension · Ocean Waves · 432 Hz · Still Water · 1 Hour

#stressrelief #relaxingmusic #calm #432hz #shorts","stress relief, relaxing music, 432 hz, ocean waves, Rin",,432 Hz · let go,"Save this for the end of the day. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #432hz #meditation",pendiente,,,,
OBRA-026-S2,OBRA-026,2,short-2.mp4,961,1.15,9.6,drop your shoulders,Drop your shoulders · 432 Hz · Ocean Waves,"Drop your shoulders. Breathe out.
Full piece (1 h): Music to Release Tension · Ocean Waves · 432 Hz · Still Water · 1 Hour

#stressrelief #relaxingmusic #calm #432hz #shorts","stress relief, relaxing music, 432 hz, ocean waves, Rin",,432 Hz · unwind,"Drop your shoulders. Breathe out. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #432hz #meditation",pendiente,,,,
OBRA-026-S3,OBRA-026,3,short-3.mp4,1832,1.3,19.2,unclench your jaw,Unclench your jaw · 432 Hz · Ocean Waves,"Let this one play twice.
Full piece (1 h): Music to Release Tension · Ocean Waves · 432 Hz · Still Water · 1 Hour

#stressrelief #relaxingmusic #calm #432hz #shorts","stress relief, relaxing music, 432 hz, ocean waves, Rin",,432 Hz · release,"Let this one play twice. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #432hz #meditation",pendiente,,,,
OBRA-026-S4,OBRA-026,4,short-4.mp4,2704,1.08,28.8,breathe out what you carried today,Breathe out what you carried today · 432 Hz · Ocean Waves,"Leave the day at the door.
Full piece (1 h): Music to Release Tension · Ocean Waves · 432 Hz · Still Water · 1 Hour

#stressrelief #relaxingmusic #calm #432hz #shorts","stress relief, relaxing music, 432 hz, ocean waves, Rin",,432 Hz · soften,"Leave the day at the door. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #432hz #meditation",pendiente,,,,
OBRA-026-S5,OBRA-026,5,short-5.mp4,3575,1.22,38.4,let the tension go with the sound,Let the tension go with the sound · 432 Hz · Ocean Waves,"Send this to someone who needs to unwind.
Full piece (1 h): Music to Release Tension · Ocean Waves · 432 Hz · Still Water · 1 Hour

#stressrelief #relaxingmusic #calm #432hz #shorts","stress relief, relaxing music, 432 hz, ocean waves, Rin",,432 Hz · rest,"Send this to someone who needs to unwind. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #432hz #meditation",pendiente,,,,
OBRA-027-S1,OBRA-027,1,short-1.mp4,90,1.0,0,to let go of the day,To let go of the day · 396 Hz · Rain on Leaves,"Save this for the end of the day.
Full piece (1 h): Music to Release Tension · Rain on Leaves · 396 Hz · Warm Ash · 1 Hour

#stressrelief #relaxingmusic #calm #396hz #shorts","stress relief, relaxing music, 396 hz, rain on leaves, Rin",,396 Hz · let go,"Save this for the end of the day. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #396hz #meditation",pendiente,,,,
OBRA-027-S2,OBRA-027,2,short-2.mp4,961,1.15,9.6,drop your shoulders,Drop your shoulders · 396 Hz · Rain on Leaves,"Drop your shoulders. Breathe out.
Full piece (1 h): Music to Release Tension · Rain on Leaves · 396 Hz · Warm Ash · 1 Hour

#stressrelief #relaxingmusic #calm #396hz #shorts","stress relief, relaxing music, 396 hz, rain on leaves, Rin",,396 Hz · unwind,"Drop your shoulders. Breathe out. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #396hz #meditation",pendiente,,,,
OBRA-027-S3,OBRA-027,3,short-3.mp4,1832,1.3,19.2,unclench your jaw,Unclench your jaw · 396 Hz · Rain on Leaves,"Let this one play twice.
Full piece (1 h): Music to Release Tension · Rain on Leaves · 396 Hz · Warm Ash · 1 Hour

#stressrelief #relaxingmusic #calm #396hz #shorts","stress relief, relaxing music, 396 hz, rain on leaves, Rin",,396 Hz · release,"Let this one play twice. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #396hz #meditation",pendiente,,,,
OBRA-027-S4,OBRA-027,4,short-4.mp4,2704,1.08,28.8,breathe out what you carried today,Breathe out what you carried today · 396 Hz · Rain on Leaves,"Leave the day at the door.
Full piece (1 h): Music to Release Tension · Rain on Leaves · 396 Hz · Warm Ash · 1 Hour

#stressrelief #relaxingmusic #calm #396hz #shorts","stress relief, relaxing music, 396 hz, rain on leaves, Rin",,396 Hz · soften,"Leave the day at the door. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #396hz #meditation",pendiente,,,,
OBRA-027-S5,OBRA-027,5,short-5.mp4,3575,1.22,38.4,let the tension go with the sound,Let the tension go with the sound · 396 Hz · Rain on Leaves,"Send this to someone who needs to unwind.
Full piece (1 h): Music to Release Tension · Rain on Leaves · 396 Hz · Warm Ash · 1 Hour

#stressrelief #relaxingmusic #calm #396hz #shorts","stress relief, relaxing music, 396 hz, rain on leaves, Rin",,396 Hz · rest,"Send this to someone who needs to unwind. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #396hz #meditation",pendiente,,,,
OBRA-028-S1,OBRA-028,1,short-1.mp4,90,1.0,0,to let go of the day,To let go of the day · 417 Hz · Zen Temple,"Save this for the end of the day.
Full piece (45 min): Music to Release Tension · Zen Temple · 417 Hz · Low Door · 45 Minutes

#stressrelief #relaxingmusic #calm #417hz #shorts","stress relief, relaxing music, 417 hz, zen temple, Rin",,417 Hz · let go,"Save this for the end of the day. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #417hz #meditation",pendiente,,,,
OBRA-028-S2,OBRA-028,2,short-2.mp4,736,1.15,9.6,drop your shoulders,Drop your shoulders · 417 Hz · Zen Temple,"Drop your shoulders. Breathe out.
Full piece (45 min): Music to Release Tension · Zen Temple · 417 Hz · Low Door · 45 Minutes

#stressrelief #relaxingmusic #calm #417hz #shorts","stress relief, relaxing music, 417 hz, zen temple, Rin",,417 Hz · unwind,"Drop your shoulders. Breathe out. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #417hz #meditation",pendiente,,,,
OBRA-028-S3,OBRA-028,3,short-3.mp4,1382,1.3,19.2,unclench your jaw,Unclench your jaw · 417 Hz · Zen Temple,"Let this one play twice.
Full piece (45 min): Music to Release Tension · Zen Temple · 417 Hz · Low Door · 45 Minutes

#stressrelief #relaxingmusic #calm #417hz #shorts","stress relief, relaxing music, 417 hz, zen temple, Rin",,417 Hz · release,"Let this one play twice. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #417hz #meditation",pendiente,,,,
OBRA-028-S4,OBRA-028,4,short-4.mp4,2029,1.08,28.8,breathe out what you carried today,Breathe out what you carried today · 417 Hz · Zen Temple,"Leave the day at the door.
Full piece (45 min): Music to Release Tension · Zen Temple · 417 Hz · Low Door · 45 Minutes

#stressrelief #relaxingmusic #calm #417hz #shorts","stress relief, relaxing music, 417 hz, zen temple, Rin",,417 Hz · soften,"Leave the day at the door. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #417hz #meditation",pendiente,,,,
OBRA-028-S5,OBRA-028,5,short-5.mp4,2675,1.22,38.4,let the tension go with the sound,Let the tension go with the sound · 417 Hz · Zen Temple,"Send this to someone who needs to unwind.
Full piece (45 min): Music to Release Tension · Zen Temple · 417 Hz · Low Door · 45 Minutes

#stressrelief #relaxingmusic #calm #417hz #shorts","stress relief, relaxing music, 417 hz, zen temple, Rin",,417 Hz · rest,"Send this to someone who needs to unwind. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #417hz #meditation",pendiente,,,,
OBRA-029-S1,OBRA-029,1,short-1.mp4,90,1.0,0,to let go of the day,To let go of the day · 639 Hz · Tropical Rainforest,"Save this for the end of the day.
Full piece (1 h): Music to Release Tension · Tropical Rainforest · 639 Hz · Open Field · 1 Hour

#stressrelief #relaxingmusic #calm #639hz #shorts","stress relief, relaxing music, 639 hz, tropical rainforest, Rin",,639 Hz · let go,"Save this for the end of the day. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #639hz #meditation",pendiente,,,,
OBRA-029-S2,OBRA-029,2,short-2.mp4,961,1.15,9.6,drop your shoulders,Drop your shoulders · 639 Hz · Tropical Rainforest,"Drop your shoulders. Breathe out.
Full piece (1 h): Music to Release Tension · Tropical Rainforest · 639 Hz · Open Field · 1 Hour

#stressrelief #relaxingmusic #calm #639hz #shorts","stress relief, relaxing music, 639 hz, tropical rainforest, Rin",,639 Hz · unwind,"Drop your shoulders. Breathe out. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #639hz #meditation",pendiente,,,,
OBRA-029-S3,OBRA-029,3,short-3.mp4,1832,1.3,19.2,unclench your jaw,Unclench your jaw · 639 Hz · Tropical Rainforest,"Let this one play twice.
Full piece (1 h): Music to Release Tension · Tropical Rainforest · 639 Hz · Open Field · 1 Hour

#stressrelief #relaxingmusic #calm #639hz #shorts","stress relief, relaxing music, 639 hz, tropical rainforest, Rin",,639 Hz · release,"Let this one play twice. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #639hz #meditation",pendiente,,,,
OBRA-029-S4,OBRA-029,4,short-4.mp4,2704,1.08,28.8,breathe out what you carried today,Breathe out what you carried today · 639 Hz · Tropical Rainforest,"Leave the day at the door.
Full piece (1 h): Music to Release Tension · Tropical Rainforest · 639 Hz · Open Field · 1 Hour

#stressrelief #relaxingmusic #calm #639hz #shorts","stress relief, relaxing music, 639 hz, tropical rainforest, Rin",,639 Hz · soften,"Leave the day at the door. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #639hz #meditation",pendiente,,,,
OBRA-029-S5,OBRA-029,5,short-5.mp4,3575,1.22,38.4,let the tension go with the sound,Let the tension go with the sound · 639 Hz · Tropical Rainforest,"Send this to someone who needs to unwind.
Full piece (1 h): Music to Release Tension · Tropical Rainforest · 639 Hz · Open Field · 1 Hour

#stressrelief #relaxingmusic #calm #639hz #shorts","stress relief, relaxing music, 639 hz, tropical rainforest, Rin",,639 Hz · rest,"Send this to someone who needs to unwind. Full 1 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #639hz #meditation",pendiente,,,,
OBRA-030-S1,OBRA-030,1,short-1.mp4,90,1.0,0,to let go of the day,To let go of the day · 741 Hz · Ocean and Birds,"Save this for the end of the day.
Full piece (45 min): Music to Release Tension · Ocean and Birds · 741 Hz · Thin Air · 45 Minutes

#stressrelief #relaxingmusic #calm #741hz #shorts","stress relief, relaxing music, 741 hz, ocean and birds, Rin",,741 Hz · let go,"Save this for the end of the day. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #741hz #meditation",pendiente,,,,
OBRA-030-S2,OBRA-030,2,short-2.mp4,736,1.15,9.6,drop your shoulders,Drop your shoulders · 741 Hz · Ocean and Birds,"Drop your shoulders. Breathe out.
Full piece (45 min): Music to Release Tension · Ocean and Birds · 741 Hz · Thin Air · 45 Minutes

#stressrelief #relaxingmusic #calm #741hz #shorts","stress relief, relaxing music, 741 hz, ocean and birds, Rin",,741 Hz · unwind,"Drop your shoulders. Breathe out. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #741hz #meditation",pendiente,,,,
OBRA-030-S3,OBRA-030,3,short-3.mp4,1382,1.3,19.2,unclench your jaw,Unclench your jaw · 741 Hz · Ocean and Birds,"Let this one play twice.
Full piece (45 min): Music to Release Tension · Ocean and Birds · 741 Hz · Thin Air · 45 Minutes

#stressrelief #relaxingmusic #calm #741hz #shorts","stress relief, relaxing music, 741 hz, ocean and birds, Rin",,741 Hz · release,"Let this one play twice. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #741hz #meditation",pendiente,,,,
OBRA-030-S4,OBRA-030,4,short-4.mp4,2029,1.08,28.8,breathe out what you carried today,Breathe out what you carried today · 741 Hz · Ocean and Birds,"Leave the day at the door.
Full piece (45 min): Music to Release Tension · Ocean and Birds · 741 Hz · Thin Air · 45 Minutes

#stressrelief #relaxingmusic #calm #741hz #shorts","stress relief, relaxing music, 741 hz, ocean and birds, Rin",,741 Hz · soften,"Leave the day at the door. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #741hz #meditation",pendiente,,,,
OBRA-030-S5,OBRA-030,5,short-5.mp4,2675,1.22,38.4,let the tension go with the sound,Let the tension go with the sound · 741 Hz · Ocean and Birds,"Send this to someone who needs to unwind.
Full piece (45 min): Music to Release Tension · Ocean and Birds · 741 Hz · Thin Air · 45 Minutes

#stressrelief #relaxingmusic #calm #741hz #shorts","stress relief, relaxing music, 741 hz, ocean and birds, Rin",,741 Hz · rest,"Send this to someone who needs to unwind. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #741hz #meditation",pendiente,,,,
OBRA-031-S1,OBRA-031,1,short-1.mp4,90,1.0,0,to let go of the day,To let go of the day · 852 Hz · Zen Temple,"Save this for the end of the day.
Full piece (45 min): Music to Release Tension · Zen Temple · 852 Hz · Last Light · 45 Minutes

#stressrelief #relaxingmusic #calm #852hz #shorts","stress relief, relaxing music, 852 hz, zen temple, Rin",,852 Hz · let go,"Save this for the end of the day. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #852hz #meditation",pendiente,,,,
OBRA-031-S2,OBRA-031,2,short-2.mp4,736,1.15,9.6,drop your shoulders,Drop your shoulders · 852 Hz · Zen Temple,"Drop your shoulders. Breathe out.
Full piece (45 min): Music to Release Tension · Zen Temple · 852 Hz · Last Light · 45 Minutes

#stressrelief #relaxingmusic #calm #852hz #shorts","stress relief, relaxing music, 852 hz, zen temple, Rin",,852 Hz · unwind,"Drop your shoulders. Breathe out. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #852hz #meditation",pendiente,,,,
OBRA-031-S3,OBRA-031,3,short-3.mp4,1382,1.3,19.2,unclench your jaw,Unclench your jaw · 852 Hz · Zen Temple,"Let this one play twice.
Full piece (45 min): Music to Release Tension · Zen Temple · 852 Hz · Last Light · 45 Minutes

#stressrelief #relaxingmusic #calm #852hz #shorts","stress relief, relaxing music, 852 hz, zen temple, Rin",,852 Hz · release,"Let this one play twice. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #852hz #meditation",pendiente,,,,
OBRA-031-S4,OBRA-031,4,short-4.mp4,2029,1.08,28.8,breathe out what you carried today,Breathe out what you carried today · 852 Hz · Zen Temple,"Leave the day at the door.
Full piece (45 min): Music to Release Tension · Zen Temple · 852 Hz · Last Light · 45 Minutes

#stressrelief #relaxingmusic #calm #852hz #shorts","stress relief, relaxing music, 852 hz, zen temple, Rin",,852 Hz · soften,"Leave the day at the door. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #852hz #meditation",pendiente,,,,
OBRA-031-S5,OBRA-031,5,short-5.mp4,2675,1.22,38.4,let the tension go with the sound,Let the tension go with the sound · 852 Hz · Zen Temple,"Send this to someone who needs to unwind.
Full piece (45 min): Music to Release Tension · Zen Temple · 852 Hz · Last Light · 45 Minutes

#stressrelief #relaxingmusic #calm #852hz #shorts","stress relief, relaxing music, 852 hz, zen temple, Rin",,852 Hz · rest,"Send this to someone who needs to unwind. Full 45 min piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #852hz #meditation",pendiente,,,,
OBRA-032-S1,OBRA-032,1,short-1.mp4,90,1.0,0,to let go of the day,To let go of the day · 528 Hz · Ocean and Birds,"Save this for the end of the day.
Full piece (3 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root, Long · 3 Hours

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · let go,"Save this for the end of the day. Full 3 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
